Student_ID,Class,Age,Gender,Income,Caste,Parents_Edu,Parents_Occ,HH_Size,First_Gen,Electricity,Internet,Distance_km,Transport,Total_Days,Days_Present,Attendance_%,Monthly_Avg_Att,Prev_%,Midday,Scholarship,Tuition
MR00210,6,11,Female,5000,General,Primary,Driver,8,No,No,Yes,2,Yes,220,177,80.5,80,62,Yes,No,Yes
MR00211,7,12,Male,7000,ST,Graduate,Shopkeeper,5,No,No,Yes,3,Yes,220,171,77.7,77,57,Yes,No,Yes
MR00212,8,13,Male,15000,General,Secondary,Labourer,7,Yes,Yes,No,5,No,220,161,73.2,73,65,Yes,No,Yes
MR00213,6,11,Female,5000,OBC,None,Driver,6,Yes,No,Yes,1,Yes,220,157,71.4,71,50,Yes,No,Yes
MR00214,9,14,Male,15000,General,Primary,Driver,8,Yes,No,Yes,7,No,220,152,69.1,69,51,Yes,Yes,No
MR00215,7,12,Female,15000,ST,Secondary,Labourer,4,Yes,No,Yes,2,Yes,220,179,81.4,81,41,Yes,No,No
MR00216,9,14,Male,12000,ST,None,Driver,5,No,No,Yes,3,Yes,220,146,66.4,66,58,Yes,No,Yes
MR00217,9,14,Male,18000,OBC,Secondary,Driver,8,Yes,No,No,2,Yes,220,173,78.6,78,51,Yes,Yes,Yes
MR00218,7,12,Female,15000,OBC,Graduate,Clerk,8,No,Yes,Yes,4,No,220,185,84.1,84,66,Yes,No,Yes
MR00219,9,14,Female,6000,General,Graduate,Farmer,7,Yes,No,No,6,No,220,154,70,70,75,Yes,Yes,No
MR00220,10,15,Female,6000,SC,Primary,Farmer,7,Yes,No,Yes,4,No,220,198,90,90,44,Yes,Yes,No
MR00221,9,14,Male,5000,ST,Secondary,Labourer,8,No,No,Yes,5,No,220,128,58.2,58,67,Yes,No,Yes
MR00222,8,13,Female,6000,General,Secondary,Farmer,6,Yes,Yes,Yes,5,Yes,220,172,78.2,78,53,Yes,No,No
MR00223,7,12,Male,7000,SC,None,Clerk,4,Yes,Yes,Yes,4,No,220,204,92.7,92,48,Yes,No,Yes
MR00224,8,13,Male,12000,ST,Secondary,Clerk,8,Yes,No,No,1,Yes,220,158,71.8,71,55,Yes,Yes,No
MR00225,6,11,Female,6000,OBC,Graduate,Farmer,4,No,No,No,1,Yes,220,124,56.4,56,50,Yes,No,Yes
MR00226,6,11,Female,8000,OBC,Secondary,Clerk,6,No,No,No,1,Yes,220,209,95,95,63,Yes,Yes,No
MR00227,7,12,Female,15000,ST,Secondary,Labourer,4,No,Yes,No,4,No,220,176,80,80,68,Yes,Yes,Yes
MR00228,7,12,Male,8000,General,None,Shopkeeper,6,Yes,Yes,Yes,5,No,220,200,90.9,90,69,Yes,No,No
MR00229,9,14,Female,18000,General,Secondary,Shopkeeper,5,No,No,No,3,Yes,220,148,67.3,67,64,Yes,No,No
MR00230,7,12,Male,7000,SC,Secondary,Farmer,8,No,No,Yes,1,Yes,220,204,92.7,92,69,Yes,Yes,Yes
MR00231,8,13,Male,12000,SC,Graduate,Labourer,8,No,No,No,5,No,220,182,82.7,82,46,Yes,Yes,Yes
MR00232,9,14,Male,8000,SC,None,Farmer,6,Yes,No,Yes,7,No,220,146,66.4,66,65,Yes,No,Yes
MR00233,7,12,Female,8000,ST,Secondary,Farmer,6,No,Yes,No,4,No,220,141,64.1,64,68,Yes,Yes,Yes
MR00234,8,13,Male,6000,OBC,Secondary,Shopkeeper,7,No,No,No,1,Yes,220,199,90.5,90,42,Yes,No,No
MR00235,7,12,Female,15000,OBC,Graduate,Farmer,8,Yes,No,Yes,4,Yes,220,165,75,75,55,Yes,No,Yes
MR00236,7,12,Female,5000,ST,Secondary,Clerk,7,No,No,Yes,5,No,220,123,55.9,55,53,Yes,No,Yes
MR00237,8,13,Male,12000,SC,Primary,Farmer,7,No,Yes,No,3,Yes,220,139,63.2,63,65,Yes,No,Yes
MR00238,9,14,Female,12000,OBC,Secondary,Labourer,6,No,Yes,Yes,7,No,220,170,77.3,77,55,Yes,No,No
MR00239,9,14,Female,12000,General,None,Clerk,5,Yes,Yes,No,2,Yes,220,209,95,95,56,Yes,Yes,No
MR00240,10,15,Female,7000,General,Primary,Driver,4,Yes,No,No,1,Yes,220,145,65.9,65,45,Yes,No,No
MR00241,7,12,Female,5000,ST,Graduate,Labourer,7,No,No,Yes,1,Yes,220,177,80.5,80,67,Yes,Yes,Yes
MR00242,8,13,Male,15000,SC,Graduate,Labourer,7,Yes,No,No,2,Yes,220,151,68.6,68,71,Yes,Yes,Yes
MR00243,8,13,Female,6000,OBC,Primary,Shopkeeper,7,Yes,No,No,3,Yes,220,142,64.5,64,68,Yes,No,No
MR00244,9,14,Male,8000,General,Secondary,Labourer,4,Yes,No,No,1,Yes,220,158,71.8,71,52,Yes,No,Yes
MR00245,9,14,Male,5000,ST,Primary,Shopkeeper,8,No,Yes,No,2,Yes,220,205,93.2,93,67,Yes,Yes,Yes
MR00246,9,14,Male,12000,ST,Primary,Driver,6,Yes,No,No,3,Yes,220,145,65.9,65,40,Yes,Yes,No
MR00247,10,15,Male,6000,ST,None,Farmer,5,Yes,Yes,Yes,4,No,220,197,89.5,89,62,Yes,No,Yes
MR00248,8,13,Female,15000,General,Secondary,Farmer,7,No,No,Yes,4,Yes,220,184,83.6,83,56,Yes,Yes,No
MR00249,6,11,Male,7000,General,Graduate,Clerk,4,No,No,No,5,Yes,220,145,65.9,65,69,Yes,Yes,Yes
MR00250,10,15,Female,7000,SC,Secondary,Labourer,8,No,No,Yes,7,No,220,205,93.2,93,68,Yes,Yes,No
MR00251,8,13,Female,5000,General,None,Labourer,4,No,Yes,Yes,3,Yes,220,198,90,90,52,Yes,No,Yes
MR00252,6,11,Female,18000,OBC,Graduate,Shopkeeper,7,Yes,Yes,No,6,Yes,220,133,60.5,60,55,Yes,Yes,Yes
MR00253,7,12,Male,15000,ST,Primary,Farmer,5,Yes,No,Yes,4,Yes,220,165,75,75,63,Yes,Yes,Yes
MR00254,7,12,Male,5000,SC,Primary,Labourer,4,Yes,Yes,No,3,Yes,220,148,67.3,67,41,Yes,Yes,No
MR00255,8,13,Female,15000,SC,Secondary,Shopkeeper,4,Yes,No,No,6,Yes,220,165,75,75,59,Yes,Yes,Yes
MR00256,9,14,Female,5000,ST,None,Farmer,5,No,Yes,Yes,5,Yes,220,203,92.3,92,50,Yes,Yes,No
MR00257,9,14,Male,6000,General,Graduate,Labourer,7,No,No,Yes,7,No,220,206,93.6,93,65,Yes,Yes,No
MR00258,8,13,Female,18000,General,None,Labourer,8,No,No,No,7,Yes,220,181,82.3,82,62,Yes,No,Yes
MR00259,9,14,Male,5000,OBC,Secondary,Clerk,5,No,Yes,No,2,Yes,220,142,64.5,64,57,Yes,No,Yes
MR00260,9,14,Male,8000,General,Primary,Labourer,8,Yes,No,No,7,Yes,220,123,55.9,55,58,Yes,Yes,Yes
MR00261,10,15,Female,7000,OBC,Secondary,Driver,8,No,Yes,No,7,No,220,206,93.6,93,73,Yes,Yes,Yes
MR00262,7,12,Female,12000,OBC,Primary,Labourer,4,Yes,Yes,Yes,3,Yes,220,165,75,75,43,Yes,Yes,Yes
MR00263,6,11,Female,5000,SC,Secondary,Driver,7,No,Yes,No,3,Yes,220,194,88.2,88,64,Yes,Yes,Yes
MR00264,7,12,Female,5000,General,None,Clerk,5,Yes,Yes,No,6,Yes,220,210,95.5,95,75,Yes,No,No
MR00265,10,15,Male,6000,General,Secondary,Shopkeeper,7,Yes,No,No,4,No,220,195,88.6,88,56,Yes,No,Yes
MR00266,7,12,Male,6000,ST,Graduate,Clerk,8,No,No,Yes,6,Yes,220,177,80.5,80,70,Yes,Yes,Yes
MR00267,7,12,Male,8000,ST,Secondary,Farmer,8,Yes,Yes,No,2,Yes,220,132,60,60,64,Yes,Yes,Yes
MR00268,7,12,Female,15000,General,Graduate,Shopkeeper,8,Yes,Yes,Yes,4,No,220,205,93.2,93,57,Yes,Yes,Yes
MR00269,7,12,Male,7000,SC,Primary,Shopkeeper,6,No,No,Yes,3,Yes,220,129,58.6,58,50,Yes,Yes,No
MR00270,6,11,Male,7000,General,Primary,Clerk,5,No,Yes,No,7,Yes,220,183,83.2,83,44,Yes,No,No
MR00271,8,13,Female,7000,OBC,None,Clerk,6,No,No,Yes,2,Yes,220,151,68.6,68,68,Yes,Yes,No
MR00272,9,14,Female,6000,OBC,None,Farmer,7,Yes,No,No,7,Yes,220,136,61.8,61,63,Yes,Yes,No
MR00273,9,14,Female,8000,General,Graduate,Shopkeeper,5,Yes,No,No,2,Yes,220,208,94.5,94,64,Yes,Yes,No
MR00274,10,15,Male,15000,ST,Primary,Clerk,5,No,No,Yes,4,Yes,220,208,94.5,94,68,Yes,Yes,No
MR00275,8,13,Male,18000,SC,Primary,Labourer,5,No,No,Yes,1,Yes,220,146,66.4,66,65,Yes,No,No
MR00276,10,15,Male,7000,ST,None,Labourer,5,Yes,No,No,2,Yes,220,135,61.4,61,67,Yes,Yes,No
MR00277,10,15,Female,15000,SC,Graduate,Shopkeeper,8,No,No,No,7,Yes,220,199,90.5,90,54,Yes,Yes,Yes
MR00278,9,14,Male,15000,ST,Graduate,Labourer,7,No,Yes,Yes,7,No,220,163,74.1,74,68,Yes,Yes,No
MR00279,9,14,Female,8000,General,None,Labourer,8,No,No,No,3,Yes,220,144,65.5,65,46,Yes,No,No
MR00280,8,13,Female,12000,General,Secondary,Labourer,5,Yes,No,No,1,Yes,220,167,75.9,75,75,Yes,Yes,No
MR00281,6,11,Female,18000,General,Primary,Clerk,5,Yes,Yes,Yes,2,Yes,220,192,87.3,87,70,Yes,No,No
MR00282,7,12,Female,12000,OBC,Primary,Farmer,5,Yes,No,No,5,No,220,128,58.2,58,72,Yes,No,No
MR00283,8,13,Female,15000,General,Graduate,Shopkeeper,4,No,Yes,Yes,1,Yes,220,185,84.1,84,49,Yes,Yes,No
MR00284,7,12,Male,18000,SC,Secondary,Clerk,4,Yes,Yes,Yes,6,No,220,145,65.9,65,62,Yes,No,Yes
MR00285,9,14,Female,6000,OBC,Secondary,Farmer,7,Yes,Yes,No,2,Yes,220,192,87.3,87,45,Yes,No,No
MR00286,9,14,Female,18000,OBC,Secondary,Shopkeeper,6,Yes,No,Yes,4,Yes,220,161,73.2,73,74,Yes,No,Yes
MR00287,6,11,Female,18000,OBC,Secondary,Farmer,6,Yes,No,Yes,1,Yes,220,156,70.9,70,58,Yes,No,Yes
MR00288,9,14,Male,7000,SC,Secondary,Farmer,8,Yes,No,No,2,Yes,220,172,78.2,78,65,Yes,No,No
MR00289,10,15,Male,8000,SC,None,Clerk,6,Yes,Yes,No,6,No,220,193,87.7,87,47,Yes,No,No
MR00290,8,13,Male,8000,OBC,Secondary,Driver,8,Yes,Yes,Yes,7,Yes,220,183,83.2,83,72,Yes,Yes,No
MR00291,9,14,Female,5000,SC,None,Driver,6,Yes,No,Yes,1,Yes,220,209,95,95,64,Yes,No,No
MR00292,8,13,Male,12000,OBC,Primary,Clerk,5,Yes,Yes,Yes,4,No,220,157,71.4,71,44,Yes,Yes,Yes
MR00293,8,13,Female,8000,SC,Graduate,Farmer,8,No,Yes,Yes,4,No,220,121,55,55,45,Yes,No,No
MR00294,6,11,Male,18000,General,Graduate,Clerk,6,Yes,No,No,5,Yes,220,192,87.3,87,47,Yes,Yes,No
MR00295,9,14,Female,6000,ST,Primary,Clerk,7,Yes,No,No,4,Yes,220,190,86.4,86,54,Yes,No,Yes
MR00296,6,11,Female,12000,General,None,Farmer,6,No,Yes,Yes,4,Yes,220,120,54.5,54,48,Yes,No,Yes
MR00297,9,14,Male,8000,ST,Graduate,Driver,4,Yes,No,Yes,7,No,220,158,71.8,71,40,Yes,No,No
MR00298,10,15,Male,15000,General,None,Driver,6,Yes,Yes,No,4,No,220,128,58.2,58,50,Yes,No,Yes
MR00299,6,11,Male,12000,General,Graduate,Labourer,7,Yes,No,No,1,Yes,220,158,71.8,71,62,Yes,No,Yes
MR00300,10,15,Male,12000,ST,None,Clerk,7,No,Yes,No,6,No,220,143,65,65,63,Yes,Yes,No
MR00301,9,14,Male,12000,General,Secondary,Labourer,4,Yes,No,Yes,3,Yes,220,186,84.5,84,71,Yes,Yes,No
MR00302,9,14,Female,8000,ST,Secondary,Driver,5,Yes,Yes,Yes,5,No,220,208,94.5,94,66,Yes,No,Yes
MR00303,7,12,Male,6000,OBC,None,Clerk,4,Yes,Yes,Yes,6,Yes,220,135,61.4,61,56,Yes,Yes,No
MR00304,9,14,Male,8000,OBC,None,Farmer,7,Yes,Yes,Yes,2,Yes,220,139,63.2,63,54,Yes,No,Yes
MR00305,8,13,Male,5000,General,Primary,Shopkeeper,6,Yes,Yes,No,3,Yes,220,150,68.2,68,57,Yes,Yes,No
MR00306,9,14,Male,12000,General,None,Driver,4,No,Yes,Yes,5,No,220,136,61.8,61,72,Yes,No,No
MR00307,6,11,Male,5000,ST,Primary,Clerk,4,No,Yes,Yes,4,No,220,201,91.4,91,49,Yes,Yes,No
MR00308,8,13,Male,7000,General,Graduate,Shopkeeper,6,No,No,No,7,Yes,220,134,60.9,60,68,Yes,Yes,Yes
MR00309,9,14,Female,6000,OBC,Primary,Labourer,7,No,Yes,No,3,Yes,220,164,74.5,74,55,Yes,Yes,Yes
MR00310,10,15,Male,6000,General,Secondary,Clerk,6,No,Yes,No,4,No,220,164,74.5,74,44,Yes,No,Yes
MR00311,6,11,Male,5000,ST,Primary,Driver,7,No,No,No,7,Yes,220,179,81.4,81,47,Yes,Yes,No
MR00312,8,13,Male,18000,General,Graduate,Labourer,8,No,Yes,Yes,2,Yes,220,172,78.2,78,56,Yes,Yes,No
MR00313,9,14,Female,8000,OBC,Secondary,Shopkeeper,6,No,No,Yes,4,Yes,220,130,59.1,59,74,Yes,No,No
MR00314,9,14,Female,6000,ST,Primary,Farmer,5,No,No,Yes,1,Yes,220,181,82.3,82,57,Yes,Yes,Yes
MR00315,6,11,Male,5000,OBC,Secondary,Farmer,6,No,No,Yes,2,Yes,220,208,94.5,94,42,Yes,Yes,No
MR00316,10,15,Male,7000,ST,Secondary,Shopkeeper,8,No,Yes,Yes,1,Yes,220,123,55.9,55,50,Yes,Yes,No
MR00317,7,12,Male,18000,ST,Graduate,Farmer,8,No,No,Yes,5,Yes,220,149,67.7,67,41,Yes,Yes,Yes
MR00318,10,15,Female,6000,OBC,None,Shopkeeper,7,No,Yes,No,3,Yes,220,140,63.6,63,70,Yes,Yes,No
MR00319,9,14,Male,12000,ST,Graduate,Shopkeeper,7,Yes,Yes,No,2,Yes,220,181,82.3,82,43,Yes,No,No
MR00320,9,14,Male,8000,OBC,None,Farmer,8,No,No,No,7,No,220,175,79.5,79,48,Yes,Yes,No
MR00321,6,11,Female,5000,OBC,Primary,Farmer,4,No,Yes,No,5,No,220,176,80,80,53,Yes,Yes,No
MR00322,9,14,Male,5000,General,Graduate,Clerk,5,Yes,Yes,No,4,No,220,209,95,95,61,Yes,Yes,No
MR00323,8,13,Female,5000,OBC,Graduate,Clerk,6,Yes,No,No,4,No,220,151,68.6,68,41,Yes,No,Yes
MR00324,7,12,Female,15000,ST,Graduate,Clerk,4,No,No,No,6,No,220,175,79.5,79,51,Yes,Yes,No
MR00325,9,14,Female,5000,General,Graduate,Farmer,4,Yes,No,Yes,7,No,220,155,70.5,70,61,Yes,Yes,Yes
MR00326,9,14,Male,12000,General,Primary,Shopkeeper,5,Yes,Yes,No,3,Yes,220,127,57.7,57,65,Yes,No,Yes
MR00327,8,13,Female,12000,SC,Primary,Farmer,8,No,Yes,No,6,Yes,220,203,92.3,92,71,Yes,Yes,Yes
MR00328,10,15,Female,12000,OBC,Secondary,Clerk,8,Yes,No,No,5,Yes,220,174,79.1,79,62,Yes,No,No
MR00329,7,12,Male,15000,SC,None,Shopkeeper,6,Yes,Yes,No,2,Yes,220,206,93.6,93,55,Yes,Yes,No
MR00330,9,14,Male,5000,General,None,Clerk,5,No,No,No,1,Yes,220,134,60.9,60,60,Yes,No,Yes
MR00331,6,11,Male,5000,ST,Secondary,Clerk,6,Yes,No,Yes,6,Yes,220,149,67.7,67,72,Yes,No,Yes
MR00332,8,13,Male,5000,ST,Primary,Clerk,8,Yes,Yes,No,7,No,220,134,60.9,60,49,Yes,No,Yes
MR00333,6,11,Male,12000,SC,Primary,Shopkeeper,6,No,Yes,No,1,Yes,220,191,86.8,86,41,Yes,Yes,Yes
MR00334,10,15,Female,6000,General,Secondary,Labourer,5,Yes,Yes,No,7,No,220,193,87.7,87,60,Yes,No,No
MR00335,9,14,Female,6000,SC,Secondary,Clerk,4,No,No,No,5,Yes,220,153,69.5,69,55,Yes,Yes,No
MR00336,6,11,Male,18000,SC,None,Shopkeeper,4,No,No,No,6,No,220,133,60.5,60,60,Yes,Yes,Yes
MR00337,6,11,Female,8000,General,Primary,Shopkeeper,8,Yes,Yes,Yes,6,No,220,154,70,70,74,Yes,No,Yes
MR00338,8,13,Male,12000,ST,Primary,Driver,6,Yes,No,Yes,2,Yes,220,171,77.7,77,56,Yes,No,No
MR00339,9,14,Male,8000,SC,Graduate,Shopkeeper,4,No,No,Yes,4,No,220,174,79.1,79,51,Yes,No,Yes
MR00340,8,13,Male,15000,ST,Primary,Driver,4,No,No,Yes,7,No,220,178,80.9,80,51,Yes,Yes,No
MR00341,8,13,Male,18000,SC,None,Driver,7,Yes,No,No,1,Yes,220,125,56.8,56,50,Yes,No,Yes
MR00342,10,15,Female,18000,SC,None,Driver,5,No,No,Yes,2,Yes,220,120,54.5,54,64,Yes,Yes,Yes
MR00343,9,14,Female,12000,SC,None,Labourer,4,Yes,No,No,4,No,220,124,56.4,56,60,Yes,Yes,Yes
MR00344,8,13,Male,7000,SC,Graduate,Farmer,7,No,Yes,No,7,Yes,220,168,76.4,76,74,Yes,No,Yes
MR00345,6,11,Female,8000,General,Graduate,Driver,4,Yes,No,Yes,2,Yes,220,121,55,55,45,Yes,Yes,Yes
MR00346,8,13,Male,18000,ST,Graduate,Farmer,6,No,No,No,2,Yes,220,180,81.8,81,67,Yes,Yes,No
MR00347,7,12,Female,6000,ST,None,Farmer,7,No,No,Yes,3,Yes,220,146,66.4,66,50,Yes,No,No
MR00348,9,14,Male,6000,General,Primary,Labourer,5,Yes,Yes,No,6,Yes,220,122,55.5,55,47,Yes,Yes,No
MR00349,10,15,Male,15000,ST,None,Driver,8,Yes,No,Yes,6,Yes,220,147,66.8,66,46,Yes,No,Yes
MR00350,10,15,Male,15000,SC,Secondary,Driver,5,Yes,No,Yes,3,Yes,220,175,79.5,79,52,Yes,Yes,No
MR00351,7,12,Male,6000,ST,Secondary,Clerk,5,No,No,Yes,6,Yes,220,140,63.6,63,58,Yes,Yes,No
MR00352,10,15,Male,8000,ST,Secondary,Labourer,6,No,Yes,No,1,Yes,220,122,55.5,55,58,Yes,No,Yes
MR00353,7,12,Male,8000,SC,Primary,Clerk,8,No,Yes,No,1,Yes,220,163,74.1,74,41,Yes,Yes,Yes
MR00354,10,15,Male,6000,SC,Primary,Farmer,6,No,Yes,Yes,6,Yes,220,206,93.6,93,55,Yes,Yes,Yes
MR00355,7,12,Male,18000,SC,Primary,Driver,6,Yes,Yes,No,1,Yes,220,134,60.9,60,65,Yes,No,Yes
MR00356,6,11,Female,18000,General,Primary,Labourer,4,No,No,Yes,4,No,220,168,76.4,76,49,Yes,Yes,Yes
MR00357,10,15,Female,8000,ST,Graduate,Shopkeeper,8,No,No,Yes,4,No,220,166,75.5,75,51,Yes,Yes,Yes
MR00358,9,14,Female,6000,OBC,Primary,Labourer,6,Yes,No,No,6,Yes,220,146,66.4,66,56,Yes,Yes,Yes
MR00359,8,13,Female,5000,ST,Secondary,Clerk,7,No,Yes,No,7,Yes,220,158,71.8,71,40,Yes,No,Yes
MR00360,10,15,Male,6000,SC,Primary,Labourer,4,Yes,No,Yes,4,No,220,180,81.8,81,66,Yes,Yes,No
MR00361,8,13,Female,6000,General,Graduate,Driver,8,Yes,No,No,1,Yes,220,208,94.5,94,62,Yes,No,No
MR00362,8,13,Male,7000,General,Primary,Driver,6,Yes,No,Yes,6,Yes,220,170,77.3,77,57,Yes,Yes,No
MR00363,6,11,Male,18000,ST,Primary,Driver,7,Yes,No,No,7,Yes,220,202,91.8,91,52,Yes,No,Yes
MR00364,6,11,Female,8000,OBC,Secondary,Labourer,4,No,Yes,No,2,Yes,220,195,88.6,88,43,Yes,Yes,No
MR00365,9,14,Female,12000,OBC,Graduate,Clerk,6,Yes,Yes,No,2,Yes,220,157,71.4,71,68,Yes,Yes,Yes
MR00366,6,11,Female,18000,ST,None,Clerk,8,Yes,Yes,No,6,No,220,150,68.2,68,46,Yes,No,No
MR00367,7,12,Male,5000,General,Graduate,Farmer,6,No,Yes,Yes,5,Yes,220,157,71.4,71,60,Yes,Yes,No
MR00368,6,11,Male,6000,ST,Graduate,Clerk,6,No,Yes,Yes,5,Yes,220,145,65.9,65,73,Yes,Yes,Yes
MR00369,9,14,Male,5000,SC,Secondary,Farmer,4,Yes,No,No,5,No,220,191,86.8,86,58,Yes,Yes,Yes
MR00370,7,12,Male,5000,General,Primary,Labourer,5,Yes,No,No,4,Yes,220,189,85.9,85,62,Yes,No,No
MR00371,7,12,Female,8000,OBC,Graduate,Shopkeeper,8,Yes,Yes,No,6,No,220,163,74.1,74,68,Yes,No,No
MR00372,9,14,Male,6000,OBC,Graduate,Labourer,4,No,No,Yes,2,Yes,220,194,88.2,88,55,Yes,No,No
MR00373,8,13,Female,7000,ST,None,Labourer,8,No,Yes,Yes,5,Yes,220,132,60,60,45,Yes,Yes,No
MR00374,8,13,Male,8000,OBC,Graduate,Farmer,4,No,No,No,2,Yes,220,162,73.6,73,71,Yes,Yes,Yes
MR00375,8,13,Female,5000,General,None,Shopkeeper,7,No,No,Yes,6,Yes,220,159,72.3,72,71,Yes,Yes,No
MR00376,10,15,Male,6000,SC,Secondary,Driver,8,Yes,No,Yes,3,Yes,220,194,88.2,88,53,Yes,Yes,No
MR00377,10,15,Female,8000,General,Secondary,Farmer,6,Yes,Yes,Yes,7,Yes,220,176,80,80,64,Yes,Yes,Yes
MR00378,9,14,Female,8000,SC,Primary,Shopkeeper,5,Yes,No,Yes,6,Yes,220,158,71.8,71,57,Yes,Yes,No
MR00379,10,15,Female,12000,SC,Secondary,Labourer,5,No,Yes,Yes,5,Yes,220,197,89.5,89,58,Yes,Yes,Yes
MR00380,9,14,Female,18000,General,Graduate,Farmer,4,Yes,Yes,Yes,5,No,220,208,94.5,94,75,Yes,Yes,Yes
MR00381,9,14,Female,8000,General,Graduate,Shopkeeper,4,Yes,Yes,Yes,1,Yes,220,156,70.9,70,43,Yes,Yes,Yes
MR00382,8,13,Female,18000,ST,Graduate,Labourer,7,No,No,No,6,No,220,144,65.5,65,51,Yes,Yes,Yes
MR00383,6,11,Male,6000,SC,Graduate,Clerk,7,Yes,No,No,3,Yes,220,158,71.8,71,73,Yes,No,Yes
MR00384,10,15,Female,8000,General,Primary,Driver,4,Yes,No,No,7,No,220,122,55.5,55,57,Yes,No,Yes
MR00385,7,12,Female,12000,ST,Graduate,Clerk,4,No,Yes,No,3,Yes,220,181,82.3,82,75,Yes,No,Yes
MR00386,8,13,Male,5000,OBC,Secondary,Farmer,8,Yes,No,No,6,No,220,201,91.4,91,71,Yes,Yes,No
MR00387,7,12,Male,7000,General,Primary,Driver,6,Yes,Yes,No,3,Yes,220,175,79.5,79,71,Yes,Yes,No
MR00388,7,12,Female,8000,OBC,Graduate,Driver,4,No,No,No,1,Yes,220,139,63.2,63,44,Yes,No,No
MR00389,9,14,Female,8000,ST,Graduate,Labourer,5,No,No,No,1,Yes,220,175,79.5,79,68,Yes,Yes,No
MR00390,6,11,Female,5000,ST,Graduate,Clerk,7,Yes,No,Yes,7,No,220,120,54.5,54,46,Yes,No,No
MR00391,10,15,Male,5000,General,None,Shopkeeper,5,No,Yes,No,2,Yes,220,129,58.6,58,59,Yes,Yes,Yes
MR00392,6,11,Male,8000,SC,None,Clerk,5,No,No,Yes,6,No,220,204,92.7,92,57,Yes,Yes,No
MR00393,9,14,Female,15000,OBC,Primary,Clerk,5,No,No,Yes,7,No,220,163,74.1,74,59,Yes,Yes,Yes
MR00394,6,11,Male,6000,General,Graduate,Shopkeeper,4,Yes,No,Yes,2,Yes,220,159,72.3,72,50,Yes,Yes,Yes
MR00395,7,12,Male,5000,SC,Graduate,Clerk,7,Yes,No,Yes,3,Yes,220,173,78.6,78,47,Yes,No,No
MR00396,6,11,Female,18000,General,Graduate,Driver,4,No,Yes,No,4,No,220,134,60.9,60,43,Yes,No,Yes
MR00397,7,12,Male,8000,OBC,Graduate,Labourer,7,Yes,Yes,No,2,Yes,220,133,60.5,60,44,Yes,Yes,No
MR00398,8,13,Male,18000,ST,Secondary,Labourer,6,No,Yes,No,4,Yes,220,132,60,60,46,Yes,Yes,Yes
MR00399,10,15,Female,5000,SC,Graduate,Clerk,4,No,No,No,4,Yes,220,155,70.5,70,66,Yes,Yes,Yes
MR00400,8,13,Female,8000,ST,None,Farmer,8,Yes,No,No,3,Yes,220,131,59.5,59,47,Yes,Yes,No
MR00401,6,11,Female,15000,SC,Primary,Labourer,6,Yes,No,No,5,Yes,220,186,84.5,84,68,Yes,No,No
MR00402,7,12,Female,5000,ST,Graduate,Clerk,6,No,Yes,No,7,No,220,202,91.8,91,42,Yes,No,No
MR00403,7,12,Male,18000,General,Secondary,Driver,4,No,Yes,Yes,3,Yes,220,130,59.1,59,51,Yes,Yes,No
MR00404,9,14,Male,8000,ST,Secondary,Clerk,4,Yes,No,No,1,Yes,220,209,95,95,59,Yes,No,Yes
MR00405,8,13,Male,6000,General,Secondary,Driver,4,Yes,Yes,Yes,4,Yes,220,205,93.2,93,49,Yes,No,No
MR00406,8,13,Male,7000,SC,None,Clerk,5,Yes,No,Yes,5,No,220,121,55,55,55,Yes,No,No
MR00407,7,12,Female,6000,General,None,Clerk,5,No,Yes,Yes,2,Yes,220,189,85.9,85,71,Yes,Yes,Yes
MR00408,7,12,Male,15000,General,Secondary,Labourer,8,No,Yes,Yes,6,Yes,220,192,87.3,87,75,Yes,No,No
MR00409,7,12,Male,15000,ST,Graduate,Labourer,4,No,Yes,Yes,5,Yes,220,205,93.2,93,61,Yes,No,Yes
MR00410,7,12,Female,15000,SC,Secondary,Farmer,5,No,No,No,1,Yes,220,151,68.6,68,48,Yes,No,Yes
MR00411,10,15,Male,18000,General,Graduate,Shopkeeper,5,No,Yes,No,6,Yes,220,195,88.6,88,43,Yes,No,No
MR00412,6,11,Male,6000,SC,Secondary,Shopkeeper,5,Yes,Yes,Yes,5,Yes,220,204,92.7,92,47,Yes,Yes,Yes
MR00413,6,11,Male,18000,General,Secondary,Farmer,6,Yes,No,Yes,3,Yes,220,144,65.5,65,46,Yes,No,Yes
MR00414,7,12,Male,6000,SC,None,Driver,5,No,No,No,3,Yes,220,144,65.5,65,52,Yes,No,No
MR00415,10,15,Female,15000,OBC,None,Driver,7,Yes,Yes,Yes,2,Yes,220,182,82.7,82,46,Yes,No,Yes
MR00416,6,11,Female,7000,General,Secondary,Shopkeeper,5,Yes,Yes,No,4,Yes,220,161,73.2,73,72,Yes,No,No
MR00417,6,11,Female,18000,General,None,Driver,7,Yes,No,Yes,2,Yes,220,171,77.7,77,58,Yes,Yes,No
MR00418,6,11,Female,12000,ST,None,Shopkeeper,7,Yes,No,No,5,Yes,220,135,61.4,61,72,Yes,Yes,No
MR00419,9,14,Male,6000,ST,Graduate,Clerk,5,Yes,Yes,Yes,7,Yes,220,189,85.9,85,46,Yes,Yes,No
MR00420,6,11,Female,15000,SC,Secondary,Shopkeeper,6,No,Yes,Yes,5,Yes,220,192,87.3,87,60,Yes,Yes,No
